"time","temperatures.mean_hotend"
"2020-04-09T18:58:20.000Z","219.72040433333333"
"2020-04-09T18:58:22.500Z","220.639841"
"2020-04-09T18:58:25.000Z","220.51944433333335"
"2020-04-09T18:58:27.500Z","219.64445"
"2020-04-09T18:58:30.000Z","219.90548533333333"
"2020-04-09T18:58:32.500Z","219.7934155"
"2020-04-09T18:58:35.000Z","219.87963766666667"
"2020-04-09T18:58:37.500Z","219.7290965"
"2020-04-09T18:58:40.000Z","220.21087433333332"
"2020-04-09T18:58:42.500Z","219.552075"
"2020-04-09T18:58:45.000Z","219.62035266666666"
"2020-04-09T18:58:47.500Z","219.88590399999998"
"2020-04-09T18:58:50.000Z","219.717364"
"2020-04-09T18:58:52.500Z","220.6509115"
"2020-04-09T18:58:55.000Z","219.95786633333333"
"2020-04-09T18:58:57.500Z","220.117222"
"2020-04-09T18:59:00.000Z","219.97060566666667"
"2020-04-09T18:59:02.500Z","219.502907"
"2020-04-09T18:59:05.000Z","219.97056233333333"
"2020-04-09T18:59:07.500Z","219.8867105"
"2020-04-09T18:59:10.000Z","219.99256266666666"
"2020-04-09T18:59:12.500Z","220.0697275"
"2020-04-09T18:59:15.000Z","220.19933933333334"
"2020-04-09T18:59:17.500Z","219.411681"
"2020-04-09T18:59:20.000Z","220.39314933333333"
"2020-04-09T18:59:22.500Z","219.387734"
"2020-04-09T18:59:25.000Z","219.72432500000002"
"2020-04-09T18:59:27.500Z","220.00653699999998"
"2020-04-09T18:59:30.000Z","220.331826"
"2020-04-09T18:59:32.500Z","220.52385650000002"
"2020-04-09T18:59:35.000Z","220.08760266666664"
"2020-04-09T18:59:37.500Z","219.8072675"
"2020-04-09T18:59:40.000Z","219.9935693333333"
"2020-04-09T18:59:42.500Z","219.4939465"
"2020-04-09T18:59:45.000Z","219.755905"
"2020-04-09T18:59:47.500Z","220.550727"
"2020-04-09T18:59:50.000Z","220.3220946666667"
"2020-04-09T18:59:52.500Z","220.3161195"
"2020-04-09T18:59:55.000Z","220.55813666666666"
"2020-04-09T18:59:57.500Z","219.84651250000002"
"2020-04-09T19:00:00.000Z","219.97886200000002"
"2020-04-09T19:00:02.500Z","219.728231"
"2020-04-09T19:00:05.000Z","219.81756933333335"
"2020-04-09T19:00:07.500Z","219.94690450000002"
"2020-04-09T19:00:10.000Z","220.562531"
"2020-04-09T19:00:12.500Z","219.87181550000003"
"2020-04-09T19:00:15.000Z","220.48593100000002"
"2020-04-09T19:00:17.500Z","220.024289"
"2020-04-09T19:00:20.000Z","220.36405466666668"
"2020-04-09T19:00:22.500Z","219.5661605"
"2020-04-09T19:00:25.000Z","220.034994"
"2020-04-09T19:00:27.500Z","219.946385"
"2020-04-09T19:00:30.000Z","220.26875733333335"
"2020-04-09T19:00:32.500Z","219.942589"
"2020-04-09T19:00:35.000Z","220.13158933333332"
"2020-04-09T19:00:37.500Z","220.372614"
"2020-04-09T19:00:40.000Z","220.10169166666665"
"2020-04-09T19:00:42.500Z","219.98390849999998"
"2020-04-09T19:00:45.000Z","219.74328400000002"
"2020-04-09T19:00:47.500Z","219.1455075"
"2020-04-09T19:00:50.000Z","219.73175066666667"
"2020-04-09T19:00:52.500Z","220.1849155"
"2020-04-09T19:00:55.000Z","219.59700833333332"
"2020-04-09T19:00:57.500Z","220.152386"
"2020-04-09T19:01:00.000Z","220.14419566666666"
"2020-04-09T19:01:02.500Z","219.83347099999997"
"2020-04-09T19:01:05.000Z","219.482075"
"2020-04-09T19:01:07.500Z","220.4050925"
"2020-04-09T19:01:10.000Z","219.75894000000002"
"2020-04-09T19:01:12.500Z","220.5355695"
"2020-04-09T19:01:15.000Z","219.83793266666666"
"2020-04-09T19:01:17.500Z","219.916574"
"2020-04-09T19:01:20.000Z","219.58767600000002"
"2020-04-09T19:01:22.500Z","219.8147285"
"2020-04-09T19:01:25.000Z","220.0551233333333"
"2020-04-09T19:01:27.500Z","220.433799"
"2020-04-09T19:01:30.000Z","220.09967599999996"
"2020-04-09T19:01:32.500Z","219.8689835"
"2020-04-09T19:01:35.000Z","220.239177"
"2020-04-09T19:01:37.500Z","219.60849100000001"
"2020-04-09T19:01:40.000Z","219.93785666666668"
"2020-04-09T19:01:42.500Z","219.77481749999998"
"2020-04-09T19:01:45.000Z","220.480143"
"2020-04-09T19:01:47.500Z","219.96535"
"2020-04-09T19:01:50.000Z","220.812359"
"2020-04-09T19:01:52.500Z","220.09105449999998"
"2020-04-09T19:01:55.000Z","220.29318199999997"
"2020-04-09T19:01:57.500Z","220.0510055"
"2020-04-09T19:02:00.000Z","219.87214299999997"
"2020-04-09T19:02:02.500Z","219.7554015"
"2020-04-09T19:02:05.000Z","220.33976433333336"
"2020-04-09T19:02:07.500Z","220.5920045"
"2020-04-09T19:02:10.000Z","219.78646533333333"
"2020-04-09T19:02:12.500Z","219.8749795"
"2020-04-09T19:02:15.000Z","220.506049"
"2020-04-09T19:02:17.500Z","219.8459515"
"2020-04-09T19:02:20.000Z","220.32390566666666"
"2020-04-09T19:02:22.500Z","219.989031"
"2020-04-09T19:02:25.000Z","220.28154966666668"
"2020-04-09T19:02:27.500Z","219.813013"
"2020-04-09T19:02:30.000Z","220.05137833333333"
"2020-04-09T19:02:32.500Z","220.13230299999998"
"2020-04-09T19:02:35.000Z","220.43913366666666"
"2020-04-09T19:02:37.500Z","220.03879999999998"
"2020-04-09T19:02:40.000Z","220.21845199999998"
"2020-04-09T19:02:42.500Z","220.311632"
"2020-04-09T19:02:45.000Z","220.41374399999998"
"2020-04-09T19:02:47.500Z","220.1104"
"2020-04-09T19:02:50.000Z","220.46934100000001"
"2020-04-09T19:02:52.500Z","219.5695375"
"2020-04-09T19:02:55.000Z","220.14998433333332"
"2020-04-09T19:02:57.500Z","219.5386375"
"2020-04-09T19:03:00.000Z","220.15766833333336"
"2020-04-09T19:03:02.500Z","219.430426"
"2020-04-09T19:03:05.000Z","220.17529033333335"
"2020-04-09T19:03:07.500Z","219.432826"
"2020-04-09T19:03:10.000Z","220.22010033333333"
"2020-04-09T19:03:12.500Z","219.55112400000002"
"2020-04-09T19:03:15.000Z","219.72271433333333"
"2020-04-09T19:03:17.500Z","220.36782"
"2020-04-09T19:03:20.000Z","220.07178"
"2020-04-09T19:03:22.500Z","220.537633"
"2020-04-09T19:03:25.000Z","220.096048"
"2020-04-09T19:03:27.500Z","219.741255"
"2020-04-09T19:03:30.000Z","219.69223"
"2020-04-09T19:03:32.500Z","220.390389"
"2020-04-09T19:03:35.000Z","219.79960066666663"
"2020-04-09T19:03:37.500Z","220.1733365"
"2020-04-09T19:03:40.000Z","219.68995599999997"
"2020-04-09T19:03:42.500Z","220.4732815"
"2020-04-09T19:03:45.000Z","219.8540403333333"
"2020-04-09T19:03:47.500Z","219.15706799999998"
"2020-04-09T19:03:50.000Z","219.75436033333335"
"2020-04-09T19:03:52.500Z","220.38800600000002"
"2020-04-09T19:03:55.000Z","220.19452166666667"
"2020-04-09T19:03:57.500Z","219.8285935"
"2020-04-09T19:04:00.000Z","219.777544"
"2020-04-09T19:04:02.500Z","219.796119"
"2020-04-09T19:04:05.000Z","220.29265533333333"
"2020-04-09T19:04:07.500Z","220.0062125"
"2020-04-09T19:04:10.000Z","219.88509200000001"
"2020-04-09T19:04:12.500Z","219.7457105"
"2020-04-09T19:04:15.000Z","219.93524066666666"
"2020-04-09T19:04:17.500Z","220.4233815"
"2020-04-09T19:04:20.000Z","219.76415833333337"
"2020-04-09T19:04:22.500Z","221.03311150000002"
"2020-04-09T19:04:25.000Z","219.87866700000004"
"2020-04-09T19:04:27.500Z","220.01468549999998"
"2020-04-09T19:04:30.000Z","219.986521"
"2020-04-09T19:04:32.500Z","220.128644"
"2020-04-09T19:04:35.000Z","220.51347333333334"
"2020-04-09T19:04:37.500Z","220.0505595"
"2020-04-09T19:04:40.000Z","220.079829"
"2020-04-09T19:04:42.500Z","220.904436"
"2020-04-09T19:04:45.000Z","220.13899466666666"
"2020-04-09T19:04:47.500Z","219.7748355"
"2020-04-09T19:04:50.000Z","220.04697499999997"
"2020-04-09T19:04:52.500Z","219.901993"
"2020-04-09T19:04:55.000Z","220.00913166666666"
"2020-04-09T19:04:57.500Z","220.2489895"
"2020-04-09T19:05:00.000Z","220.355728"
"2020-04-09T19:05:02.500Z","219.47519"
"2020-04-09T19:05:05.000Z","220.868233"
"2020-04-09T19:05:07.500Z","219.969335"
"2020-04-09T19:05:10.000Z","219.70406733333334"
"2020-04-09T19:05:12.500Z","220.33428800000002"
"2020-04-09T19:05:15.000Z","219.87531766666666"
"2020-04-09T19:05:17.500Z","219.9758845"
"2020-04-09T19:05:20.000Z","220.15986133333334"
"2020-04-09T19:05:22.500Z","220.34913949999998"
"2020-04-09T19:05:25.000Z","220.51194966666665"
"2020-04-09T19:05:27.500Z","220.0108765"
"2020-04-09T19:05:30.000Z","220.2746993333333"
"2020-04-09T19:05:32.500Z","220.4689965"
"2020-04-09T19:05:35.000Z","220.14770833333333"
"2020-04-09T19:05:37.500Z","220.10195249999998"
"2020-04-09T19:05:40.000Z","219.94415933333332"
"2020-04-09T19:05:42.500Z","220.51683300000002"
"2020-04-09T19:05:45.000Z","219.70512466666665"
"2020-04-09T19:05:47.500Z","220.04430200000002"
"2020-04-09T19:05:50.000Z","220.33364066666664"
"2020-04-09T19:05:52.500Z","220.0669915"
"2020-04-09T19:05:55.000Z","219.68793466666668"
"2020-04-09T19:05:57.500Z","220.2974245"
"2020-04-09T19:06:00.000Z","219.962492"
"2020-04-09T19:06:02.500Z","220.4064335"
"2020-04-09T19:06:05.000Z","220.203496"
"2020-04-09T19:06:07.500Z","220.44039049999998"
"2020-04-09T19:06:10.000Z","220.14467166666668"
"2020-04-09T19:06:12.500Z","219.4523875"
"2020-04-09T19:06:15.000Z","219.67855266666666"
"2020-04-09T19:06:17.500Z","220.47301099999999"
"2020-04-09T19:06:20.000Z","220.59649133333332"
"2020-04-09T19:06:22.500Z","220.535821"
"2020-04-09T19:06:25.000Z","220.222008"
"2020-04-09T19:06:27.500Z","220.01405599999998"
"2020-04-09T19:06:30.000Z","219.860732"
"2020-04-09T19:06:32.500Z","220.229575"
"2020-04-09T19:06:35.000Z","220.49646300000003"
"2020-04-09T19:06:37.500Z","219.960656"
"2020-04-09T19:06:40.000Z","219.9974113333333"
"2020-04-09T19:06:42.500Z","219.725764"
"2020-04-09T19:06:45.000Z","219.93781666666666"
"2020-04-09T19:06:47.500Z","220.4348845"
"2020-04-09T19:06:50.000Z","219.7614546666667"
"2020-04-09T19:06:52.500Z","219.91733699999997"
"2020-04-09T19:06:55.000Z","220.12657866666666"
"2020-04-09T19:06:57.500Z","219.804811"
"2020-04-09T19:07:00.000Z","219.64040300000002"
"2020-04-09T19:07:02.500Z","220.393015"
"2020-04-09T19:07:05.000Z","220.19099333333335"
"2020-04-09T19:07:07.500Z","220.233021"
"2020-04-09T19:07:10.000Z","219.51972933333332"
"2020-04-09T19:07:12.500Z","219.83459649999998"
"2020-04-09T19:07:15.000Z","219.87309466666667"
"2020-04-09T19:07:17.500Z","220.710002"
"2020-04-09T19:07:20.000Z","220.26276499999997"
"2020-04-09T19:07:22.500Z","220.0595705"
"2020-04-09T19:07:25.000Z","219.75124266666668"
"2020-04-09T19:07:27.500Z","219.723625"
"2020-04-09T19:07:30.000Z","219.55367666666666"
"2020-04-09T19:07:32.500Z","219.15193399999998"
"2020-04-09T19:07:35.000Z","220.15220666666664"
"2020-04-09T19:07:37.500Z","219.86338999999998"
"2020-04-09T19:07:40.000Z","219.555937"
"2020-04-09T19:07:42.500Z","219.81631199999998"
"2020-04-09T19:07:45.000Z","220.16935533333336"
"2020-04-09T19:07:47.500Z","219.9855335"
"2020-04-09T19:07:50.000Z","220.15578633333334"
"2020-04-09T19:07:52.500Z","220.2454505"
"2020-04-09T19:07:55.000Z","219.68789800000002"
"2020-04-09T19:07:57.500Z","220.235284"
"2020-04-09T19:08:00.000Z","219.8794333333333"
"2020-04-09T19:08:02.500Z","219.7414345"
"2020-04-09T19:08:05.000Z","220.00739566666667"
"2020-04-09T19:08:07.500Z","220.1053565"
"2020-04-09T19:08:10.000Z","219.30777866666668"
"2020-04-09T19:08:12.500Z","219.5202505"
"2020-04-09T19:08:15.000Z","219.576037"
"2020-04-09T19:08:17.500Z","219.8443765"
"2020-04-09T19:08:20.000Z","219.96492566666666"
"2020-04-09T19:08:22.500Z","219.94258000000002"
"2020-04-09T19:08:25.000Z","219.8663466666667"
"2020-04-09T19:08:27.500Z","219.360613"
"2020-04-09T19:08:30.000Z","220.39419266666664"
"2020-04-09T19:08:32.500Z","219.914358"
"2020-04-09T19:08:35.000Z","220.33787833333335"
"2020-04-09T19:08:37.500Z","220.4647885"
"2020-04-09T19:08:40.000Z","219.88864866666665"
"2020-04-09T19:08:42.500Z","220.602332"
"2020-04-09T19:08:45.000Z","220.22719299999997"
"2020-04-09T19:08:47.500Z","220.25896999999998"
"2020-04-09T19:08:50.000Z","219.93312633333335"
"2020-04-09T19:08:52.500Z","220.0683875"
"2020-04-09T19:08:55.000Z","220.195205"
"2020-04-09T19:08:57.500Z","220.3102355"
"2020-04-09T19:09:00.000Z","219.68877266666664"
"2020-04-09T19:09:02.500Z","219.881052"
"2020-04-09T19:09:05.000Z","220.01296133333335"
"2020-04-09T19:09:07.500Z","220.431645"
"2020-04-09T19:09:10.000Z","220.267365"
"2020-04-09T19:09:12.500Z","220.2946275"
"2020-04-09T19:09:15.000Z","219.96450333333334"
"2020-04-09T19:09:17.500Z","220.12797999999998"
"2020-04-09T19:09:20.000Z","220.44114100000002"
"2020-04-09T19:09:22.500Z","219.76864"
"2020-04-09T19:09:25.000Z","220.23833033333332"
"2020-04-09T19:09:27.500Z","220.738158"
"2020-04-09T19:09:30.000Z","219.51179333333334"
"2020-04-09T19:09:32.500Z","219.518754"
"2020-04-09T19:09:35.000Z","219.84070633333332"
"2020-04-09T19:09:37.500Z","220.0881615"
"2020-04-09T19:09:40.000Z","220.023999"
"2020-04-09T19:09:42.500Z","220.25021650000002"
"2020-04-09T19:09:45.000Z","220.0410586666667"
"2020-04-09T19:09:47.500Z","220.107555"
"2020-04-09T19:09:50.000Z","219.96336766666664"
"2020-04-09T19:09:52.500Z","220.1597365"
"2020-04-09T19:09:55.000Z","219.85013466666666"
"2020-04-09T19:09:57.500Z","220.3101525"
"2020-04-09T19:10:00.000Z","220.464877"
